,Nameabv_x,Name_long_x,Date,Frame No.,bin_0_x,bin_1_x,bin_2_x,bin_3_x,bin_4_x,bin_5_x,bin_6_x,bin_7_x,bin_8_x,Cluster_num_x,Nameabv_y,Name_long_y,bin_0_y,bin_1_y,bin_2_y,bin_3_y,bin_4_y,bin_5_y,bin_6_y,bin_7_y,bin_8_y,Cluster_num_y
50,Joe Biden,JBi,01-Mar-22,23,0.04451157133950939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10289559188981001,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,Joe Biden,JBi,01-Mar-22,24,0.0,0.0,0.0,0.026887849843609063,0.0,0.0,0.0,0.2307828757878176,0.0,2,Joe Biden,JBi,0.0,0.0,0.09242201064257671,0.13616189575212173,0.0,0.0,0.0,0.0,0.0,0
52,Joe Biden,JBi,01-Mar-22,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.060755080710748366,0.0,0.0,0.0,0.0,0
53,Joe Biden,JBi,06-Jan-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,Joe Biden,JBi,06-Jan-22,2,0.0,0.10718303928609757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,Joe Biden,JBi,06-Jan-22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.13760473034556414,0.037406477775128066,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.04730412636740178,0.0,0.08660760129048023,0.0,0.0,0
56,Joe Biden,JBi,06-Jan-22,4,0.09068820809488543,0.0,0.0,0.0,0.0,0.0,0.0,0.053772219399307014,0.0,0,Joe Biden,JBi,0.09606409324207826,0.0,0.001381345691843866,0.0,0.13541605558205722,0.0,0.052232558931830875,0.09748209568786084,0.0,0
57,Joe Biden,JBi,06-Jan-22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.030669990162718874,0.0,0.0,0,Joe Biden,JBi,0.044062021679714736,0.0,0.0,0.0,0.10518436219296984,0.0,0.0,0.0,0.037277336071989076,0
58,Joe Biden,JBi,06-Jan-22,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4887888274365443,0.015172761431635068,2,Joe Biden,JBi,0.0,0.050239066785737224,0.0,0.0,0.2525924409898392,0.0,0.07766060394297167,0.0,0.0,0
59,Joe Biden,JBi,06-Jan-22,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
