,Name_long,Nameabv,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8
0,JBi,Joe Biden,07-Feb-23,1,0.13265871573196392,0.1493882058538906,0.14972054815034797,0.04501982708335372,0.07596376539548673,0.016573606233830133,0.016459886958413165,0.07999106057711743,0.019116044100981566
1,JBi,Joe Biden,07-Feb-23,2,3.098614942457152e-06,0.002113373538376969,0.01847792316427423,0.3833149795897096,0.039009088664088934,2.3090398539562697e-05,0.011117744057140845,0.1951069675490355,0.0002649251542849794
2,JBi,Joe Biden,07-Feb-23,3,0.048732653746252706,0.057806267851731374,0.021484470459650785,0.08531156615718953,0.08783203241928837,0.05443453290027344,0.050408100663038434,0.13669682778913134,0.2935979519499413
3,JBi,Joe Biden,07-Feb-23,4,0.01858406750245848,0.10666686132373056,0.05502797476952025,0.0956977860299643,0.08500914189005325,0.0792867404147533,0.23235583758988476,0.083132564996942,0.0402634066219342
4,JBi,Joe Biden,07-Feb-23,5,0.013526624951525667,0.018182121273571255,0.06516016900628284,0.07732186651227448,0.02270655705223022,0.028815751727625235,0.20322679328967364,0.14859894994222433,0.11389532412395323
5,JBi,Joe Biden,07-Feb-23,6,0.015578488579427442,0.06300101743179416,0.003916718733105882,0.01683415673466197,0.009007413359629478,0.02568431081451178,0.016165264891374622,0.0014866338270860928,0.024663921871153346
6,JBi,Joe Biden,07-Feb-23,7,0.08561080901451333,0.02095987205407036,0.03038645273530008,0.21250296556792575,0.028018621933581532,0.067122079043414,0.04756686486329838,0.006507893959130747,0.061194507671699046
7,JBi,Joe Biden,07-Feb-23,8,0.01747374082423166,0.0016637763181699032,0.07306655105860835,0.009426542072711593,0.057967839575713984,0.11905737879988154,0.05586840165221532,0.09021491543916502,0.02400508680554643
8,JBi,Joe Biden,07-Feb-23,9,9.363228663398238e-05,0.0027952434662514057,0.002950515267047028,0.008931978454849254,0.0028316246547473224,0.03305597945755618,0.05879530457270314,0.014487535291461776,0.08364362312015514
9,JBi,Joe Biden,07-Feb-23,10,0.005402993393243577,0.07495553910062805,0.05467541238895756,0.08949842204469216,0.049220603001364986,0.15699942612836187,0.26624533026089026,0.008869572642190132,0.03543649673634119
10,JBi,Joe Biden,07-Feb-23,11,0.019585478749660594,0.15048966237704625,0.21700743249732946,0.11900002828896937,0.022108130288404523,0.12320069026012444,0.12688481263007273,0.05080662353380598,0.07466791694878272
11,JBi,Joe Biden,07-Feb-23,12,0.0017909680828059132,0.08249830488518363,0.2292134805815856,0.023957787820092342,0.08553907389858793,0.1403593333302983,0.256964043030875,0.22148878214704537,0.0005442430264572007
12,JBi,Joe Biden,07-Feb-23,13,0.021535479194956977,0.026218226859796186,0.048573219603860775,0.003933344530571892,0.03198521380103237,0.010801779855049503,0.005524887368306199,0.24453081613180894,0.08158224522132386
13,JBi,Joe Biden,07-Feb-23,14,0.006682087993306719,0.2177375601184617,0.06360849809996698,0.08642631331556448,0.019180735785335076,0.5934584326799696,0.05975571778016738,0.009392743874203241,0.178920825773209
14,JBi,Joe Biden,07-Feb-23,15,0.0056978462256378325,0.26561201965929454,0.19968387458688996,0.06162270819478116,0.1173869766349101,0.3827736878158146,0.023347124394164972,0.00020382242012193118,0.17245781595219223
15,JBi,Joe Biden,07-Feb-23,16,0.004227092293926806,0.07094230823755639,0.042215186843515745,0.09085522348649266,0.17935040980126787,0.12878666793322954,0.02573404947314923,0.025122216647407075,0.0017973072662794997
16,JBi,Joe Biden,07-Feb-23,17,0.0361541267450198,0.024683394959094423,0.001374393193189518,0.05645698584202703,0.01790489880169016,0.06967845724991911,0.1180789564239681,0.1487081699424983,0.005123815902718914
17,JBi,Joe Biden,07-Feb-23,18,0.012079911893066415,0.04808243947999357,0.046377444554449594,0.12996498293420455,0.04370997714180504,0.013175091606635788,0.006895933757354389,0.00020894227677981125,0.23436439305177784
18,JBi,Joe Biden,07-Feb-23,19,0.011727630912478264,0.014070862580605059,0.081860497390348,0.058968177869748103,0.21279361410641195,0.1898551097866909,0.018869213400738393,0.03674283225850763,0.16828056444990552
19,JBi,Joe Biden,07-Feb-23,20,0.03732804148037937,0.049229756307032004,0.3410871436733129,0.2805348425470267,0.25499935582051764,0.007493935681621605,0.02300252439369551,0.0845038970899369,0.16119757073322993
20,JBi,Joe Biden,07-Feb-23,21,0.017827994715877836,0.055055325384508684,0.18576780631325496,0.010217711657303888,0.0412220487653602,0.011440171137432705,0.22206822333711673,0.1728930177865188,0.14059325062180794
21,JBi,Joe Biden,07-Feb-23,22,0.03036952505102266,0.0012654746149824289,0.3596707844720945,0.45758833384858205,0.09218224059717554,0.049934522360934444,0.0255333630201614,0.48096297165644286,0.007603826102207768
22,JBi,Joe Biden,07-Feb-23,23,0.11794642558861049,0.054367832495715196,0.13675389143009742,0.22285108600379136,0.03777352083913406,0.03185721103730841,0.14743055911190645,0.02109666993270114,0.010608651163341755
23,JBi,Joe Biden,07-Feb-23,24,0.005418316679349551,0.03280136991485138,0.30198931275718754,0.08294000638245219,0.003801892439194012,0.3403479237344457,0.22929746780003765,0.24222974180872517,0.0033034726673752007
24,JBi,Joe Biden,07-Feb-23,25,0.11171373397000557,0.04335103624142788,0.16348183382511353,0.024154378468948655,0.09117476195795945,0.10792933737025313,0.2720002357202842,0.3048341413603728,0.04733734510714521
25,JBi,Joe Biden,07-Feb-23,26,0.006757224604929141,0.418063569232304,0.006189691193148393,0.4972634932119951,0.26740718657268203,0.062438999357295424,0.05858721429065518,0.3601309705146088,0.004145928299692951
26,JBi,Joe Biden,07-Feb-23,27,0.2154192779877213,0.0037406222388195074,0.07968029724667486,0.13384595974856536,0.03467361086963243,0.00885713708361003,0.07375228067323021,0.07400283296574922,0.12919581318880874
27,JBi,Joe Biden,07-Feb-23,28,0.0059538261464758754,0.017267282482154245,0.020143729957931497,0.023172819675514034,0.020447736550963658,0.027385498138962364,0.030623158262704297,0.03404720171699004,0.021781161250781285
28,JBi,Joe Biden,01-Mar-22,1,0.10297248957555974,0.00603505529184951,0.08150235792701178,0.11128092064462755,0.045845968437338486,0.13673900349640233,0.32416820176569494,0.027853110567206487,0.05738217663930672
29,JBi,Joe Biden,01-Mar-22,2,0.0007379201604976346,0.026599146547820866,0.258367930394413,0.054863464613526244,0.04961311924448267,0.08744069275323638,0.21048344098730687,0.23147397985379467,0.26443710608416
30,JBi,Joe Biden,01-Mar-22,3,0.004516301418141849,0.05847661528350668,0.07236191850870922,0.0728718175559716,0.06736982854076251,0.16440541170922635,0.0792992777426373,0.12483165695693643,0.04890182199175185
31,JBi,Joe Biden,01-Mar-22,4,0.003855071570628321,0.00031411392767185896,0.1580217376655026,0.17077874076877822,0.12737555522230587,0.1643482733149185,0.0391400664068417,0.308985161692338,0.005319594650689988
