,Name_long,Nameabv,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8
0,JBi,Joe Biden,07-Feb-23,1,0.02490255191403527,0.03463605572517596,0.02222563397848001,0.13372310530100984,0.0230272216742149,0.10264554572939137,0.053234072437109266,0.05163443146437516,0.021911729631753855
1,JBi,Joe Biden,07-Feb-23,2,0.07326719772269366,0.11704821441484317,0.23801770697586885,0.002443291488467147,0.07318646432181743,0.4186350842622717,0.046158828362843275,0.22327916880436177,0.07766052925845521
2,JBi,Joe Biden,07-Feb-23,3,0.09900315618508294,0.09762794112180087,0.0882424972996566,0.17946912651839392,0.052716863887018406,0.01854617976806912,0.026516877469157468,0.0288863602743614,0.09711658574605755
3,JBi,Joe Biden,07-Feb-23,4,0.047512643023695254,0.05840042002496711,0.003053060371673577,0.0377793685222354,0.09856789778803515,0.08921593469316974,0.0022158935183779287,0.04733989379452981,0.0639985197475649
4,JBi,Joe Biden,07-Feb-23,5,0.04547113611849872,0.1312381055554797,0.02802498761220892,0.0167391330381834,0.09236583148324654,0.2615481477475476,0.05235949316079069,0.011849825275513872,0.010398701532401394
5,JBi,Joe Biden,07-Feb-23,6,0.033465340166963196,0.021306762412607996,0.07798409215237673,0.023740301372747928,0.12122997183037997,0.006725297208957241,0.1337644796405328,0.00035029069181229133,0.07322688237407543
6,JBi,Joe Biden,07-Feb-23,7,0.12671079639350946,0.03972183770737756,0.05227993443804316,0.28157504837660496,0.08298523694118974,0.4558299981107354,0.0853808400827535,0.02920133892413927,0.2514834823107706
7,JBi,Joe Biden,07-Feb-23,8,0.0012914568582128392,0.036791984086194524,0.05817029247379729,0.011741899095619946,0.141953196981311,0.24747354091647264,0.04794585753797857,0.09663446167181973,0.17400940787847613
8,JBi,Joe Biden,07-Feb-23,9,0.03374693673962562,0.028951194042515106,0.1349273296480858,0.07951838723770503,0.0076034178182929546,0.13707146491980546,0.005947284249220406,0.007285145868053419,0.00044382727319740506
9,JBi,Joe Biden,07-Feb-23,10,0.0017047284023345636,0.04854126727511707,0.03454937083539408,0.02094570339434546,0.01930138289799932,0.10122094517724729,0.021749799843462213,0.002299872659832837,0.024616638384926844
10,JBi,Joe Biden,07-Feb-23,11,0.00557184277305268,0.03385499183553301,0.04440639991363897,0.011390065575155844,0.01981571446968876,0.05610422436793063,0.017753311596283034,0.022779811452605953,0.05297258491828387
11,JBi,Joe Biden,07-Feb-23,12,0.04111319345755301,0.08434577638852273,0.5032042218602277,0.438898624509134,0.3317981204631117,0.0901750534811402,0.13245730261410277,0.10861565843611778,0.002629386112572476
12,JBi,Joe Biden,07-Feb-23,13,0.010750918473528851,0.11561845665452046,0.016984319777525746,0.2320361519128122,0.05136373495282507,0.035320971923977984,0.05364719456950426,0.3104913413601345,0.03232722283448101
13,JBi,Joe Biden,07-Feb-23,14,0.008204233781788913,0.2672535001711947,0.12079094822746016,0.3442955546740939,0.3122223846215727,0.33502096104610296,0.06403589363281549,0.11971089838862163,0.020187357522430387
14,JBi,Joe Biden,07-Feb-23,15,0.08894484887021484,0.01768606393195114,0.05863880288228609,0.05469381500216783,0.02591420440587036,0.16250060216777854,0.02282782355195069,0.08214423087175167,0.004806200940093414
15,JBi,Joe Biden,07-Feb-23,16,0.009860049833747058,0.0052687028332942965,0.016606791880506306,0.007222888870953464,0.010028683417841704,0.04557399696524117,0.01169973162710374,0.0074058893058840366,5.791949445443214e-05
16,JBi,Joe Biden,07-Feb-23,17,0.0220586375592554,0.1027069467323162,0.06752602612606542,0.055702352125117045,0.022529721559483788,0.0004915108602350623,0.0039718743346004275,0.015252304921130555,0.0007729543189564827
17,JBi,Joe Biden,07-Feb-23,18,0.008231171956295517,0.010134803611660134,0.4237777495118187,0.2643316629187405,0.16312713507211798,0.20500542693738782,0.16884728580319383,0.38823182306348003,0.10377263024471428
18,JBi,Joe Biden,07-Feb-23,19,0.03036346399902312,0.027040780423154123,0.05232206026159125,0.10256867583751876,0.07278495086083452,0.0460386317509678,0.14736365643552682,0.07448162961624853,0.21276705077083435
19,JBi,Joe Biden,07-Feb-23,20,0.06257202534694938,0.0216306576901801,0.0020077081203818997,0.15904067931949348,0.06932769798557638,0.028509031510700538,0.039371635317266125,0.005125620194161001,0.04081318118814423
20,JBi,Joe Biden,07-Feb-23,21,0.104810408043422,0.0038038638902526747,0.2833379555250946,0.11184214051104713,0.02629727812179429,0.13657035378529414,0.06102255494032235,0.0937964577063674,0.10301022497573818
21,JBi,Joe Biden,07-Feb-23,22,0.011536236591031231,0.03478419290843996,0.2353236454849295,0.1657252532793663,0.003621626670778656,0.05801196639621235,0.13900353883349484,0.1954703091105677,0.01035520331174439
22,JBi,Joe Biden,07-Feb-23,23,0.32439455157388125,0.020011499926757867,0.058414169492088205,0.2928865080773749,0.042732155202797946,0.004989945870642363,0.11017847203747161,0.073102490199715,0.194264222134541
23,JBi,Joe Biden,07-Feb-23,24,0.07825329450117063,0.007598830796817498,0.04575503152003961,0.10832671890310239,0.08143060210728223,0.1260591424047476,0.030870106238393057,0.07091556222029531,3.15695535492984e-05
24,JBi,Joe Biden,07-Feb-23,25,1.9554978990271536e-05,0.00571459737162099,0.002581732396181854,0.020641321622378368,0.0035941485424385105,0.02013119806817584,0.0025070129715404244,0.007109909480709896,1.4700096668452509e-05
25,JBi,Joe Biden,07-Feb-23,26,0.0021487058775667466,0.10638983002550277,0.1167557830993599,0.0792006175684153,0.09757851280624404,0.14795189568017728,0.0573402195528871,0.04350478508004145,0.1714484987680935
26,JBi,Joe Biden,07-Feb-23,27,0.06936298991521496,0.026429728057435337,0.18988997989027287,0.14032331339943127,0.10459081071664113,0.14569722668475085,0.15651353184806002,0.03037191892342628,0.2085694200896497
27,JBi,Joe Biden,07-Feb-23,28,0.006047391641359977,0.015716215600505068,0.02517943404406212,0.035278282721293776,0.027725436503633,0.042635958518827746,0.027511922598194117,0.026148216500872127,0.027163846965084754
28,JBi,Joe Biden,01-Mar-22,1,0.005394124025780963,0.08371295605059495,0.24575011528915397,0.14369399101965036,0.0266960267324585,0.08470370851924554,0.07043228554444088,0.05282448750670453,0.0005051128567887639
29,JBi,Joe Biden,01-Mar-22,2,0.141273788066215,0.05256581417229736,0.11112478942679277,0.06252026256808971,0.1115193918772367,0.10116783242203009,0.182828514833393,0.05203119528923152,0.01621973506799482
30,JBi,Joe Biden,01-Mar-22,3,0.013068834841998405,0.22285414197159598,0.19477789951359703,0.04342254755205835,0.008556064035399718,0.23293580596490057,0.020718323819353596,0.0840564657462453,0.031902958967417815
