,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8
147,Donald Trump,DTr,04-Jul-20,5,0.14795469472239153,0.0,0.0,0.01409134890536623,0.1399529120874971,0.026392326851202574,0.0,0.0,0.0
148,Donald Trump,DTr,04-Jul-20,6,0.4640882890235789,0.0,0.013657662213465982,0.6984578907358218,0.0,0.0,0.0,0.0,0.0
149,Donald Trump,DTr,04-Jul-20,7,0.2189073347696957,0.1921320858866563,0.0,0.0,0.0,0.2949270880624693,0.0,0.0,0.0
150,Donald Trump,DTr,04-Jul-20,8,0.0,0.026945476987754485,0.015497242242813764,0.056583951627722784,0.07614468330376481,0.1541098274479059,0.0,0.0,0.0
151,Donald Trump,DTr,04-Jul-20,9,0.7120762247675952,0.0,0.4657061575979079,0.2675364570289579,0.4798400836930713,0.0,0.05734332805889586,0.10229579071116662,0.0
152,Donald Trump,DTr,04-Jul-20,10,0.04428640583003873,0.10466457626881656,0.0,0.0,0.0,0.09876388067985392,0.0,0.04246291930057741,0.0
153,Donald Trump,DTr,04-Jul-20,11,0.7849423510511778,0.0,0.6646041917559817,0.0,0.28979293798778244,0.0,0.04157034161006676,0.0,0.0
154,Donald Trump,DTr,04-Jul-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Donald Trump,DTr,04-Jul-20,13,0.29082626016156593,0.08484444345383407,0.0,0.0,0.13509571621665895,0.0,0.0,0.0,0.006190901610280797
156,Donald Trump,DTr,04-Jul-20,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Donald Trump,DTr,20-Jun-20,1,0.0,0.0,0.0,0.25351347413164943,0.0,0.006853959615924915,0.0,0.0,0.0
158,Donald Trump,DTr,20-Jun-20,2,0.0,0.0,0.0,0.0,0.0,0.034349642200091374,0.0,0.0,0.0
159,Donald Trump,DTr,20-Jun-20,3,0.8617358582836798,0.04943967565492488,0.0,0.7999353565146579,0.0,0.007745866109529542,0.0,0.29193196416471834,0.0
