,Unnamed: 0,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,maxbin,Date_Frame
90,90,Joe Biden,JBi,01-Jun-21,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_11
91,91,Joe Biden,JBi,01-Jun-21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_12
92,92,Joe Biden,JBi,01-Jun-21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_13
93,93,Joe Biden,JBi,01-Jun-21,14,0.06496215565934671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_14
94,94,Joe Biden,JBi,01-Jun-21,15,0.0818597314423199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_15
95,95,Joe Biden,JBi,01-Jun-21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_16
96,96,Joe Biden,JBi,01-Jun-21,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,01-Jun-21_Frame_17
97,97,Joe Biden,JBi,01-Jun-21,18,0.0,0.0,0.2810817806623529,0.0,0.0,0.0,0.08675860197202978,0.0,0.0,6,01-Jun-21_Frame_18
98,98,Joe Biden,JBi,01-Jun-21,19,0.0,0.0,0.0,0.1434888127933895,0.0,0.0,0.0,0.0,0.0,3,01-Jun-21_Frame_19
99,99,Joe Biden,JBi,01-Jun-21,20,0.0,0.0,0.0,0.0,0.0,0.03024182879171589,0.0,0.0,0.0,5,01-Jun-21_Frame_20
100,100,Joe Biden,JBi,01-Jun-21,21,0.0,0.11625367624276772,0.0,0.0,0.0,0.05843303052760351,0.0,0.0,0.014034386491895812,8,01-Jun-21_Frame_21
101,101,Donald Trump,DTr,26-Sep-20,1,0.3366361838483369,0.0,0.0,0.034119121371113996,0.0,0.0,0.0,0.2431626997062316,0.0,0,26-Sep-20_Frame_1
102,102,Donald Trump,DTr,26-Sep-20,2,0.5385655037679606,0.0,0.0,0.0546064406100924,0.0,0.0,0.769559763806133,0.0,0.0,6,26-Sep-20_Frame_2
103,103,Donald Trump,DTr,26-Sep-20,3,0.5114579621367041,0.0,0.0,0.0,0.0,0.0,0.0134026974457766,0.1612568159589487,0.0,0,26-Sep-20_Frame_3
104,104,Donald Trump,DTr,26-Sep-20,4,0.5186420368688438,0.0,0.2759471390675591,0.05225197315635843,0.0,0.0,0.0,0.0,0.0,0,26-Sep-20_Frame_4
105,105,Donald Trump,DTr,26-Sep-20,5,0.2816170723402385,0.0,0.0,0.17174462520530806,0.0,0.0,0.0,0.0,0.0,0,26-Sep-20_Frame_5
106,106,Donald Trump,DTr,26-Sep-20,6,0.20819891735712148,0.0,0.0,0.0,0.0,0.5443506915858614,0.0,0.1569403157686865,0.0,5,26-Sep-20_Frame_6
107,107,Donald Trump,DTr,26-Sep-20,7,0.0,0.0,0.0,0.0,0.0,0.0968382755220628,0.0,0.0,0.0,5,26-Sep-20_Frame_7
108,108,Donald Trump,DTr,26-Sep-20,8,0.00548249152649341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26-Sep-20_Frame_8
109,109,Donald Trump,DTr,26-Sep-20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26-Sep-20_Frame_9
110,110,Donald Trump,DTr,26-Sep-20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26-Sep-20_Frame_10
111,111,Donald Trump,DTr,07-Sep-20,1,0.4685490532916372,0.0,0.0,0.053795379202530635,0.0,0.0,0.0,0.01639870640342589,0.489770674933041,8,07-Sep-20_Frame_1
112,112,Donald Trump,DTr,07-Sep-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_2
