,Unnamed: 0,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,maxbin,Date_Frame,FNO,Date1
151,151,Donald Trump,DTr,04-Jul-20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_9,9,04-Jul-20
152,152,Donald Trump,DTr,04-Jul-20,10,0.18232761351444404,0.0,0.0,0.03213967508619192,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_10,10,04-Jul-20
153,153,Donald Trump,DTr,04-Jul-20,11,0.5387561584982268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_11,11,04-Jul-20
154,154,Donald Trump,DTr,04-Jul-20,12,0.0,0.0,0.044333595800931325,0.0,0.0,0.0,0.0,0.0,0.0,2,04-Jul-20_Frame_12,12,04-Jul-20
155,155,Donald Trump,DTr,04-Jul-20,13,0.1457668390431296,0.0,0.09404558255088308,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_13,13,04-Jul-20
156,156,Donald Trump,DTr,04-Jul-20,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_14,14,04-Jul-20
157,157,Donald Trump,DTr,20-Jun-20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1660371127125474,0.0,0.0,6,20-Jun-20_Frame_1,1,20-Jun-20
158,158,Donald Trump,DTr,20-Jun-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_2,2,20-Jun-20
159,159,Donald Trump,DTr,20-Jun-20,3,0.055396066771656094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_3,3,20-Jun-20
160,160,Donald Trump,DTr,20-Jun-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_4,4,20-Jun-20
161,161,Donald Trump,DTr,20-Jun-20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_5,5,20-Jun-20
162,162,Donald Trump,DTr,20-Jun-20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10772748101014112,8,20-Jun-20_Frame_6,6,20-Jun-20
163,163,Donald Trump,DTr,20-Jun-20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_7,7,20-Jun-20
164,164,Donald Trump,DTr,20-Jun-20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_8,8,20-Jun-20
165,165,Donald Trump,DTr,20-Jun-20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_9,9,20-Jun-20
166,166,Donald Trump,DTr,20-Jun-20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_10,10,20-Jun-20
167,167,Donald Trump,DTr,20-Jun-20,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_11,11,20-Jun-20
168,168,Donald Trump,DTr,20-Jun-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_12,12,20-Jun-20
169,169,Donald Trump,DTr,20-Jun-20,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_13,13,20-Jun-20
170,170,Donald Trump,DTr,20-Jun-20,14,0.0,0.0,0.05651306821668889,0.0,0.0,0.0,0.0,0.0,0.0,2,20-Jun-20_Frame_14,14,20-Jun-20
171,171,Donald Trump,DTr,20-Jun-20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_15,15,20-Jun-20
172,172,Donald Trump,DTr,20-Jun-20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_16,16,20-Jun-20
173,173,Donald Trump,DTr,20-Jun-20,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783184209140797,0.0,7,20-Jun-20_Frame_17,17,20-Jun-20
174,174,Donald Trump,DTr,20-Jun-20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_18,18,20-Jun-20
175,175,Donald Trump,DTr,20-Jun-20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_19,19,20-Jun-20
176,176,Donald Trump,DTr,20-Jun-20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_20,20,20-Jun-20
177,177,Donald Trump,DTr,20-Jun-20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_21,21,20-Jun-20
178,178,Donald Trump,DTr,20-Jun-20,22,0.0,0.15715579536315571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20-Jun-20_Frame_22,22,20-Jun-20
179,179,Donald Trump,DTr,20-Jun-20,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_23,23,20-Jun-20
180,180,Donald Trump,DTr,20-Jun-20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_24,24,20-Jun-20
181,181,Donald Trump,DTr,20-Jun-20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_25,25,20-Jun-20
182,182,Donald Trump,DTr,20-Jun-20,26,0.0,0.0,0.0,0.1840225494968789,0.0,0.0,0.0915217494230492,0.014335442502588502,0.0,7,20-Jun-20_Frame_26,26,20-Jun-20
183,183,Donald Trump,DTr,20-Jun-20,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_27,27,20-Jun-20
184,184,Donald Trump,DTr,20-Jun-20,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_28,28,20-Jun-20
185,185,Donald Trump,DTr,20-Jun-20,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_29,29,20-Jun-20
186,186,Donald Trump,DTr,20-Jun-20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_30,30,20-Jun-20
187,187,Donald Trump,DTr,20-Jun-20,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_31,31,20-Jun-20
188,188,Donald Trump,DTr,20-Jun-20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_32,32,20-Jun-20
189,189,Donald Trump,DTr,23-Apr-20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_1,1,23-Apr-20
190,190,Donald Trump,DTr,23-Apr-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_2,2,23-Apr-20
191,191,Donald Trump,DTr,23-Apr-20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_3,3,23-Apr-20
192,192,Donald Trump,DTr,23-Apr-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_4,4,23-Apr-20
193,193,Donald Trump,DTr,23-Apr-20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_5,5,23-Apr-20
194,194,Donald Trump,DTr,23-Apr-20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_6,6,23-Apr-20
195,195,Donald Trump,DTr,23-Apr-20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_7,7,23-Apr-20
196,196,Donald Trump,DTr,23-Apr-20,8,0.04504093979661883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_8,8,23-Apr-20
197,197,Donald Trump,DTr,23-Apr-20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_9,9,23-Apr-20
198,198,Donald Trump,DTr,23-Apr-20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_10,10,23-Apr-20
199,199,Donald Trump,DTr,23-Apr-20,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_11,11,23-Apr-20
200,200,Donald Trump,DTr,23-Apr-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_12,12,23-Apr-20
201,201,Donald Trump,DTr,23-Apr-20,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_13,13,23-Apr-20
202,202,Donald Trump,DTr,23-Apr-20,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_14,14,23-Apr-20
203,203,Donald Trump,DTr,23-Apr-20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_15,15,23-Apr-20
204,204,Donald Trump,DTr,23-Apr-20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_16,16,23-Apr-20
205,205,Donald Trump,DTr,23-Apr-20,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_17,17,23-Apr-20
206,206,Donald Trump,DTr,23-Apr-20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_18,18,23-Apr-20
207,207,Donald Trump,DTr,23-Apr-20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_19,19,23-Apr-20
208,208,Donald Trump,DTr,23-Apr-20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.2001715933539545,0.0,0.0,6,23-Apr-20_Frame_20,20,23-Apr-20
209,209,Donald Trump,DTr,23-Apr-20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23-Apr-20_Frame_21,21,23-Apr-20
210,210,Barack Obama,BKO,15-May-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_1,1,15-May-16
211,211,Barack Obama,BKO,15-May-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04795181677899701,8,15-May-16_Frame_2,2,15-May-16
212,212,Barack Obama,BKO,15-May-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_3,3,15-May-16
213,213,Barack Obama,BKO,15-May-16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_4,4,15-May-16
214,214,Barack Obama,BKO,15-May-16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_5,5,15-May-16
215,215,Barack Obama,BKO,15-May-16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_6,6,15-May-16
216,216,Barack Obama,BKO,15-May-16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_7,7,15-May-16
217,217,Barack Obama,BKO,15-May-16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_8,8,15-May-16
218,218,Barack Obama,BKO,15-May-16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_9,9,15-May-16
219,219,Barack Obama,BKO,15-May-16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_10,10,15-May-16
220,220,Barack Obama,BKO,15-May-16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_11,11,15-May-16
221,221,Barack Obama,BKO,15-May-16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_12,12,15-May-16
222,222,Barack Obama,BKO,15-May-16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_13,13,15-May-16
223,223,Barack Obama,BKO,15-May-16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_14,14,15-May-16
224,224,Barack Obama,BKO,15-May-16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_15,15,15-May-16
225,225,Barack Obama,BKO,15-May-16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_16,16,15-May-16
226,226,Barack Obama,BKO,15-May-16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_17,17,15-May-16
227,227,Barack Obama,BKO,15-May-16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_18,18,15-May-16
228,228,Barack Obama,BKO,15-May-16,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_19,19,15-May-16
229,229,Barack Obama,BKO,15-May-16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_20,20,15-May-16
230,230,Barack Obama,BKO,15-May-16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_21,21,15-May-16
231,231,Barack Obama,BKO,15-May-16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_22,22,15-May-16
232,232,Barack Obama,BKO,15-May-16,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_23,23,15-May-16
233,233,Barack Obama,BKO,15-May-16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_24,24,15-May-16
234,234,Barack Obama,BKO,15-May-16,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_25,25,15-May-16
235,235,Barack Obama,BKO,15-May-16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_26,26,15-May-16
236,236,Barack Obama,BKO,15-May-16,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-May-16_Frame_27,27,15-May-16
237,237,Barack Obama,BKO,12-Jan-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_1,1,12-Jan-16
238,238,Barack Obama,BKO,12-Jan-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_2,2,12-Jan-16
239,239,Barack Obama,BKO,12-Jan-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18338764504024696,0.0,7,12-Jan-16_Frame_3,3,12-Jan-16
240,240,Barack Obama,BKO,12-Jan-16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06564020828481681,8,12-Jan-16_Frame_4,4,12-Jan-16
241,241,Barack Obama,BKO,12-Jan-16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_5,5,12-Jan-16
242,242,Barack Obama,BKO,12-Jan-16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_6,6,12-Jan-16
243,243,Barack Obama,BKO,12-Jan-16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_7,7,12-Jan-16
244,244,Barack Obama,BKO,12-Jan-16,8,0.0,0.0,0.0,0.0,0.0,0.006500717239474929,0.0,0.0,0.0,5,12-Jan-16_Frame_8,8,12-Jan-16
245,245,Barack Obama,BKO,12-Jan-16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_9,9,12-Jan-16
246,246,Barack Obama,BKO,12-Jan-16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_10,10,12-Jan-16
247,247,Barack Obama,BKO,12-Jan-16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_11,11,12-Jan-16
248,248,Barack Obama,BKO,12-Jan-16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21831247539251095,0.0,7,12-Jan-16_Frame_12,12,12-Jan-16
249,249,Barack Obama,BKO,12-Jan-16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_13,13,12-Jan-16
250,250,Barack Obama,BKO,12-Jan-16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_14,14,12-Jan-16
251,251,Barack Obama,BKO,12-Jan-16,15,0.0,0.0,0.0,0.0,0.0,0.42932629263088906,0.0,0.0,0.0,5,12-Jan-16_Frame_15,15,12-Jan-16
252,252,Barack Obama,BKO,12-Jan-16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.005296034945434458,0.0,0.0,6,12-Jan-16_Frame_16,16,12-Jan-16
253,253,Barack Obama,BKO,12-Jan-16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_17,17,12-Jan-16
254,254,Barack Obama,BKO,12-Jan-16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_18,18,12-Jan-16
255,255,Barack Obama,BKO,12-Jan-16,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_19,19,12-Jan-16
256,256,Barack Obama,BKO,12-Jan-16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20115048263362326,8,12-Jan-16_Frame_20,20,12-Jan-16
257,257,Barack Obama,BKO,12-Jan-16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_21,21,12-Jan-16
258,258,Barack Obama,BKO,12-Jan-16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_22,22,12-Jan-16
259,259,Barack Obama,BKO,12-Jan-16,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_23,23,12-Jan-16
260,260,Barack Obama,BKO,12-Jan-16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_24,24,12-Jan-16
261,261,Barack Obama,BKO,12-Jan-16,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4571403968822864,0.0,7,12-Jan-16_Frame_25,25,12-Jan-16
262,262,Barack Obama,BKO,12-Jan-16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12-Jan-16_Frame_26,26,12-Jan-16
263,263,Barack Obama,BKO,22-Mar-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008206567015426491,0.0,7,22-Mar-16_Frame_1,1,22-Mar-16
264,264,Barack Obama,BKO,22-Mar-16,2,0.0,0.22145760909335527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22-Mar-16_Frame_2,2,22-Mar-16
265,265,Barack Obama,BKO,22-Mar-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05819067792894905,8,22-Mar-16_Frame_3,3,22-Mar-16
266,266,Barack Obama,BKO,22-Mar-16,4,0.012868006853731295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_4,4,22-Mar-16
267,267,Barack Obama,BKO,22-Mar-16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_5,5,22-Mar-16
268,268,Barack Obama,BKO,22-Mar-16,6,0.09894997718943582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_6,6,22-Mar-16
269,269,Barack Obama,BKO,22-Mar-16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_7,7,22-Mar-16
270,270,Barack Obama,BKO,22-Mar-16,8,0.0,0.028822211008482805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22-Mar-16_Frame_8,8,22-Mar-16
271,271,Barack Obama,BKO,22-Mar-16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_9,9,22-Mar-16
272,272,Barack Obama,BKO,22-Mar-16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071127013967315356,0.0,7,22-Mar-16_Frame_10,10,22-Mar-16
273,273,Barack Obama,BKO,22-Mar-16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_11,11,22-Mar-16
274,274,Barack Obama,BKO,22-Mar-16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_12,12,22-Mar-16
275,275,Barack Obama,BKO,22-Mar-16,13,0.0,0.014151441554281554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22-Mar-16_Frame_13,13,22-Mar-16
276,276,Barack Obama,BKO,22-Mar-16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_14,14,22-Mar-16
277,277,Barack Obama,BKO,22-Mar-16,15,0.0,0.0769536467665401,0.0,0.0,0.0,0.0,0.1092793174304213,0.0,0.0,6,22-Mar-16_Frame_15,15,22-Mar-16
278,278,Barack Obama,BKO,22-Mar-16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_16,16,22-Mar-16
279,279,Barack Obama,BKO,22-Mar-16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22-Mar-16_Frame_17,17,22-Mar-16
280,280,Barack Obama,BKO,20-Jan-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_1,1,20-Jan-15
281,281,Barack Obama,BKO,20-Jan-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_2,2,20-Jan-15
282,282,Barack Obama,BKO,20-Jan-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_3,3,20-Jan-15
283,283,Barack Obama,BKO,20-Jan-15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_4,4,20-Jan-15
284,284,Barack Obama,BKO,20-Jan-15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_5,5,20-Jan-15
285,285,Barack Obama,BKO,20-Jan-15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001313981257542507,8,20-Jan-15_Frame_6,6,20-Jan-15
286,286,Barack Obama,BKO,20-Jan-15,7,0.0,0.0,0.0,0.0,0.0,0.2060960360674443,0.0,0.0,0.0,5,20-Jan-15_Frame_7,7,20-Jan-15
287,287,Barack Obama,BKO,20-Jan-15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_8,8,20-Jan-15
288,288,Barack Obama,BKO,20-Jan-15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_9,9,20-Jan-15
289,289,Barack Obama,BKO,20-Jan-15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.054051264826382166,0.0,0.0,6,20-Jan-15_Frame_10,10,20-Jan-15
290,290,Barack Obama,BKO,20-Jan-15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_11,11,20-Jan-15
291,291,Barack Obama,BKO,20-Jan-15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_12,12,20-Jan-15
292,292,Barack Obama,BKO,20-Jan-15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_13,13,20-Jan-15
293,293,Barack Obama,BKO,20-Jan-15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_14,14,20-Jan-15
294,294,Barack Obama,BKO,20-Jan-15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_15,15,20-Jan-15
295,295,Barack Obama,BKO,20-Jan-15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_16,16,20-Jan-15
296,296,Barack Obama,BKO,20-Jan-15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_17,17,20-Jan-15
297,297,Barack Obama,BKO,20-Jan-15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3946087004352775,8,20-Jan-15_Frame_18,18,20-Jan-15
298,298,Barack Obama,BKO,20-Jan-15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_19,19,20-Jan-15
299,299,Barack Obama,BKO,20-Jan-15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_20,20,20-Jan-15
300,300,Barack Obama,BKO,20-Jan-15,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_21,21,20-Jan-15
301,301,Barack Obama,BKO,20-Jan-15,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_22,22,20-Jan-15
302,302,Barack Obama,BKO,20-Jan-15,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07386729515349916,0.03277075754493364,8,20-Jan-15_Frame_23,23,20-Jan-15
303,303,Barack Obama,BKO,20-Jan-15,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jan-15_Frame_24,24,20-Jan-15
304,304,Barack Obama,BKO,04-Dec-13,1,0.04407235546771243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_1,1,04-Dec-13
305,305,Barack Obama,BKO,04-Dec-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_2,2,04-Dec-13
306,306,Barack Obama,BKO,04-Dec-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_3,3,04-Dec-13
307,307,Barack Obama,BKO,04-Dec-13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_4,4,04-Dec-13
308,308,Barack Obama,BKO,04-Dec-13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_5,5,04-Dec-13
309,309,Barack Obama,BKO,04-Dec-13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Dec-13_Frame_6,6,04-Dec-13
