,Nameabv,Name_long,Date,Frame No.,Sen1,Sen2,Sen3,Sen4,Sen5,Sen6,Sen7,Sen8,Sen9,Sen10,Sen11,Sen12,Sen13,Sen14,Sen15,Sen16
35,JBi,Joe Biden,01-Mar-22,8,0.0,0.21212121212121213,0.075,0.08148148148148147,0.2,0.16818181818181818,0.0,0.0,0.0,0.1148148148148148,0.075,1.0,0.0,0.25,0.45,0.0
36,JBi,Joe Biden,01-Mar-22,9,0.0,0.0,0.3333333333333333,-0.175,0.7,-1.0,0.12222222222222225,0.0,0.0,0.0,0.45,0.25,0.0,0.25,0.2916666666666667,0.2
37,JBi,Joe Biden,01-Mar-22,10,0.4,-0.1,0.1,0.06818181818181818,0.26666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2
38,JBi,Joe Biden,01-Mar-22,11,0.0,0.0,0.6000000000000001,0.0,-0.03181818181818183,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.4833333333333334,0.0,0.0,0.5,0.05208333333333333
39,JBi,Joe Biden,01-Mar-22,12,0.0,0.0,0.0,0.0,0.0,0.0,-0.1555555555555556,0.5,0.0,0.5,0.5,0.5,0.6,-0.125,0.5,0.0
40,JBi,Joe Biden,01-Mar-22,13,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,-0.012499999999999995
41,JBi,Joe Biden,01-Mar-22,14,0.2,0.0,0.0,0.0,-0.15,0.2888888888888889,0.0,0.5,0.3,0.16666666666666669,0.0,0.0,0.5,0.0,0.0,-0.015151515151515154
42,JBi,Joe Biden,01-Mar-22,15,0.0,-0.35,0.0,0.0,0.6,0.0,-0.35,0.0,0.25,0.65,0.0,0.0,0.0,0.0,0.0,0.35
43,JBi,Joe Biden,01-Mar-22,16,0.07083333333333335,0.0,-0.25,0.0,-0.16296296296296298,0.14285714285714288,0.5,0.0,0.0,-0.25,0.0,0.2,0.0,0.17222222222222222,0.0,0.4833333333333333
44,JBi,Joe Biden,01-Mar-22,17,0.5444444444444444,0.0,0.0,-0.05000000000000001,0.0,0.15,0.5,-0.5,0.0,0.21666666666666667,-0.006397306397306411,-0.03181818181818183,0.3840909090909089,0.25,-0.024999999999999998,0.0
45,JBi,Joe Biden,01-Mar-22,18,-0.125,0.0,0.1,0.25,0.6,0.0,0.5,0.0,-0.04583333333333334,0.2,0.0,0.5,0.16666666666666666,0.2272727272727273,0.1375,-0.4
46,JBi,Joe Biden,01-Mar-22,19,0.4,0.225,0.13636363636363635,0.12878787878787878,0.3272727272727273,0.16818181818181818,0.13636363636363635,0.2,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0
47,JBi,Joe Biden,01-Mar-22,20,0.0,0.2361111111111111,0.4,0.0,0.0,0.16666666666666666,0.0,0.1875,0.0,0.2,0.0,-0.4,0.0,0.0,-0.016666666666666663,0.0
48,JBi,Joe Biden,01-Mar-22,21,-0.125,0.06818181818181818,-0.2,0.1,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
49,JBi,Joe Biden,01-Mar-22,22,0.5,-0.1555555555555556,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.04545454545454545,0.0,0.0,0.0,0.0
50,JBi,Joe Biden,01-Mar-22,23,0.0,0.0,0.0,0.08333333333333334,0.0,0.35,0.16666666666666666,0.0,0.0,0.0,0.03125,0.4,0.0,0.3181818181818182,0.25,0.0
